City,Colors Reported,Shape Reported,State,Time
Beverly,,DISK,MA,1/10/2004 9:33
Saratoga,,DISK,NY,1/10/2004 15:30
Elsmere,,CIRCLE,DE,1/10/2004 17:35
Jackson,,,MS,1/10/2004 18:00
Jackson,RED,LIGHT,MS,1/10/2004 18:00
Naugatuck,,LIGHT,CT,1/10/2004 19:15
Rock Creek,,DIAMOND,AL,1/10/2004 19:30
Athens,,OVAL,TN,1/10/2004 21:30
West River,YELLOW,EGG,MD,1/11/2004 3:28
West River,,CIRCLE,MD,1/11/2004 9:38
Pigeon Forge,,LIGHT,TN,1/11/2004 11:00
Seattle,,OVAL,WA,1/11/2004 16:00
Carnesville,,,GA,1/11/2004 17:10
Anderson,,,CA,1/11/2004 19:03
St. George Island,,LIGHT,AK,1/11/2004 19:10
Oroville,,TRIANGLE,WA,1/11/2004 21:15
Stony Point,,LIGHT,NY,1/11/2004 21:30
Santa Fe,RED,LIGHT,NM,1/12/2004 2:00
Templeton,,LIGHT,MA,1/12/2004 2:00
Lawrence,,,KS,1/12/2004 4:00
Eureka,,FIREBALL,CA,1/12/2004 7:49
Marathon,,,FL,1/12/2004 14:00
Neillsville,,,WI,1/12/2004 18:30
El Paso,,TRIANGLE,TX,1/12/2004 18:35
Truro,,TRIANGLE,IA,1/12/2004 22:30
Truro,,TRIANGLE,IA,1/12/2004 22:30
North Dakota,,OTHER,ND,1/13/2004 15:00
Camden,GREEN,EGG,NJ,1/13/2004 16:00
West Chester,RED GREEN,TRIANGLE,PA,1/13/2004 17:00
Jackson,,OVAL,NJ,1/13/2004 18:30
Myrtle Beach,,LIGHT,SC,1/13/2004 19:50
Houston,,OVAL,TX,1/13/2004 20:25
Myrtle Beach,ORANGE,,SC,1/13/2004 20:30
Little River,,,SD,1/13/2004 21:00
Scottsdale,,LIGHT,AZ,1/13/2004 22:00
Mount Vernon,,,MO,1/13/2004 22:30
Culpeper,,,VA,1/14/2004 3:00
Pickstown,,,SD,1/14/2004 5:40
Kansas City,,CIGAR,MO,1/14/2004 8:30
Burlington,,FIREBALL,MA,1/14/2004 12:45
Dove Creek,,OTHER,CO,1/14/2004 17:45
Mariano Lake,,OVAL,NM,1/14/2004 19:00
Charestown,,CIRCLE,IN,1/15/2004 0:00
Barco,,DISK,NC,1/15/2004 0:30
Sedro Woolley,GREEN,SPHERE,WA,1/15/2004 1:00
In-flight,,,IL,1/15/2004 4:00
St. Louis,,LIGHT,MO,1/15/2004 4:05
Elmhurst,GREEN,FIREBALL,IL,1/15/2004 5:45
Kailua,,LIGHT,HI,1/15/2004 11:00
Wheelersburg,RED ORANGE BLUE,LIGHT,OH,1/15/2004 20:00
Yucca Valley,,CIRCLE,CA,1/15/2004 22:00
Barstow,,,CA,1/15/2004 22:10
Bolivar,,FIREBALL,MO,1/15/2004 23:00
Lake Hopatcong,,,NJ,1/16/2004 0:00
Lake Hopatcong,,TRIANGLE,NJ,1/16/2004 4:00
Quartzite,,LIGHT,AZ,1/16/2004 19:30
Marion Township,,CIRCLE,MI,1/16/2004 20:00
San Bernardino,,,CA,1/16/2004 23:00
Ivyland,,CIRCLE,PA,1/16/2004 23:11
Hesperia,,LIGHT,CA,1/17/2004 10:00
Mesa,,CIGAR,AZ,1/17/2004 18:00
Union City,,VARIOUS,CA,1/17/2004 18:20
Browning,,FORMATION,MT,1/17/2004 19:30
Lake Havasu City,,LIGHT,AZ,1/17/2004 20:30
Eugene,ORANGE YELLOW,VARIOUS,OR,1/17/2004 22:40
Lakewood,,FORMATION,CO,1/18/2004 0:00
La Crescenta,RED GREEN,CHEVRON,CA,1/18/2004 0:30
Deltona,,OTHER,FL,1/18/2004 12:00
Glocester,,TEARDROP,RI,1/18/2004 12:30
Bath,,TRIANGLE,NC,1/18/2004 19:00
Langley,,,WA,1/18/2004 22:00
Moody,,OTHER,TX,1/19/2004 9:30
Guilford,,CIRCLE,CT,1/19/2004 12:00
Clinton,,LIGHT,MO,1/19/2004 19:00
Minneapolis,,FIREBALL,MN,1/19/2004 19:00
Mechaniscville,,TRIANGLE,MD,1/19/2004 21:00
Sioux City,,FIREBALL,IA,1/20/2004 0:00
Silver Springs,,,FL,1/20/2004 0:15
Lambertville,,VARIOUS,MI,1/20/2004 6:55
Boyce-Sharp,,OTHER,LA,1/20/2004 8:30
Maple Valley,,OTHER,WA,1/20/2004 9:05
Cranston,,,RI,1/20/2004 14:30
Castro Valley,,LIGHT,CA,1/20/2004 18:30
Alexandria,,DISK,LA,1/20/2004 19:00
Corinth,,LIGHT,VT,1/20/2004 19:20
Medford,,OTHER,OR,1/20/2004 20:00
Hopewell Township,,LIGHT,NJ,1/20/2004 21:00
Kincheloe,,,MI,1/21/2004 0:00
Rockwall,,OTHER,TX,1/21/2004 7:00
SOHO Observatory,BLUE,OTHER,IL,1/21/2004 7:00
Las Vegas,,DISK,NV,1/21/2004 8:30
Columbia,,CYLINDER,CT,1/21/2004 8:35
Coos Bay,,DISK,OR,1/21/2004 18:00
Aloha,,CIRCLE,OR,1/21/2004 18:23
Redcrest,,LIGHT,CA,1/21/2004 18:50
Willits,,FIREBALL,CA,1/21/2004 20:00
Willits,,FIREBALL,CA,1/21/2004 20:00
Willits,RED ORANGE YELLOW,FIREBALL,CA,1/21/2004 20:00
Clackamas,,CYLINDER,OR,1/21/2004 20:26
Silver City,,FIREBALL,NM,1/21/2004 23:40
Gold Bar,,FLASH,WA,1/22/2004 0:15
Kennesaw,,TEARDROP,GA,1/22/2004 1:00
Albuquerque,,OTHER,NM,1/22/2004 12:45
Deer Park,,,NY,1/22/2004 17:10
Downers Grove,,LIGHT,IL,1/22/2004 17:30
Lawrenceburg,,SPHERE,IN,1/22/2004 18:40
Olathe,,TRIANGLE,KS,1/22/2004 18:45
Deridder,,TRIANGLE,LA,1/22/2004 19:50
Englewood,,LIGHT,CO,1/22/2004 20:00
Norcross,,LIGHT,GA,1/22/2004 21:30
Chesterfield,RED,EGG,VA,1/22/2004 22:55
Moreno Valley,,CIRCLE,CA,1/22/2004 23:00
Alger,,EGG,WA,1/23/2004 0:10
Reamstown,,FORMATION,PA,1/23/2004 4:45
Ridgefield,,CIRCLE,WA,1/23/2004 6:00
Rockwall,,OTHER,TX,1/23/2004 7:00
White Plains,,TRIANGLE,NY,1/23/2004 11:30
Springfield,,OVAL,SC,1/23/2004 19:00
Santa Rosa,,LIGHT,CA,1/23/2004 19:45
Dallas,,LIGHT,TX,1/23/2004 21:30
Greensboro,GREEN,DISK,NC,1/24/2004 15:30
Chicago,,TRIANGLE,IL,1/24/2004 19:00
San Diego,GREEN,CIGAR,CA,1/24/2004 19:40
Belleview,,,FL,1/24/2004 20:15
Victorville,,,CA,1/24/2004 21:00
Columbus,,OVAL,OH,1/24/2004 22:30
Hayward,,EGG,CA,1/25/2004 15:00
Uvalde,,,TX,1/25/2004 15:05
Germantown,GREEN,CIGAR,TN,1/25/2004 18:30
Desert Hot Springs,,RECTANGLE,CA,1/25/2004 18:50
West Hollywood,,CHEVRON,CA,1/25/2004 19:00
San Francisco,,VARIOUS,CA,1/26/2004 11:03
San Antonio,ORANGE,OTHER,TX,1/26/2004 18:12
Phoenix,,LIGHT,AZ,1/26/2004 20:50
Tampa,GREEN,FIREBALL,FL,1/26/2004 23:05
Corpus Christi,,CIRCLE,TX,1/27/2004 0:00
New York City,,TRIANGLE,NY,1/27/2004 4:00
Mexia,,FIREBALL,TX,1/27/2004 7:20
Mesa,,FORMATION,AZ,1/27/2004 19:30
Ogunquit,,CIRCLE,ME,1/27/2004 22:00
Vinton,,LIGHT,IA,1/27/2004 23:20
Gaviota,,OTHER,CA,1/28/2004 0:00
Deweese,,OTHER,NE,1/28/2004 2:34
Sheboygan,,CIRCLE,WI,1/28/2004 6:23
New Orleans,,SPHERE,LA,1/28/2004 12:30
Las Vegas,,,NV,1/28/2004 18:30
Richmond,,CYLINDER,VA,1/28/2004 18:35
New Orleans,,LIGHT,LA,1/28/2004 19:20
Mesa,,OVAL,AZ,1/28/2004 20:30
Clarksville,,TRIANGLE,NY,1/28/2004 20:55
Clarksville,,TRIANGLE,NY,1/28/2004 20:55
New York City,GREEN,LIGHT,NY,1/28/2004 20:55
Phoenix,,FIREBALL,AZ,1/28/2004 21:00
Modesto,,CHEVRON,CA,1/28/2004 23:10
Houston,,LIGHT,TX,1/29/2004 0:00
Flagstaff,BLUE,LIGHT,AZ,1/29/2004 10:40
Hartford,,,CT,1/29/2004 17:00
Reading,,DISK,PA,1/29/2004 18:00
Levittown,RED BLUE,TRIANGLE,PA,1/29/2004 18:45
Myrtle Beach,ORANGE,LIGHT,SC,1/29/2004 21:30
Pennsauken,,TRIANGLE,NJ,1/29/2004 21:30
Howell,,,NJ,1/29/2004 21:50
Howell,,TRIANGLE,NJ,1/29/2004 21:50
Woburn,,CIGAR,MA,1/29/2004 23:30
Antioch,YELLOW,LIGHT,CA,1/30/2004 3:30
Worcester,,CHEVRON,MA,1/30/2004 16:00
Chehalis,,LIGHT,WA,1/30/2004 18:47
Mountlake Terrace,,DIAMOND,WA,1/30/2004 19:30
Ketchikan,,LIGHT,AK,1/30/2004 20:00
Willard,,SPHERE,MO,1/30/2004 21:30
Saint Johns,,SPHERE,AZ,1/31/2004 9:00
San Ramon,,OTHER,CA,1/31/2004 9:15
Bristol,,EGG,TN,1/31/2004 15:00
Mill Valley,,CIRCLE,CA,1/31/2004 16:45
Auburn,,LIGHT,ME,1/31/2004 19:00
Hampstead,,FIREBALL,NC,1/31/2004 19:00
Wolfeboro,,LIGHT,NH,1/31/2004 19:00
Yorba Linda,,,CA,1/31/2004 19:30
Jerome,,RECTANGLE,MO,1/31/2004 21:00
Fort Myers,,CIGAR,FL,1/31/2004 23:00
Standish,,LIGHT,MI,1/31/2004 23:00
Fontana,,CIRCLE,CA,2/1/2004 0:00
Las Vegas,,OTHER,NV,2/1/2004 1:00
South Bend,,,IN,2/1/2004 1:00
Birmingham,,CHEVRON,AL,2/1/2004 2:00
Los Angeles,,TRIANGLE,CA,2/1/2004 5:06
Winter Park,ORANGE,FLASH,FL,2/1/2004 6:30
Cohutta,,DISK,GA,2/1/2004 11:00
Hawthorne,BLUE,LIGHT,CA,2/1/2004 11:57
Clifton,,DISK,NJ,2/1/2004 12:30
Murfreesboro,,OTHER,TN,2/1/2004 13:30
Gastonia,,SPHERE,NC,2/1/2004 16:30
Colebrook,GREEN,LIGHT,NH,2/1/2004 19:00
Tucson,,CIRCLE,AZ,2/1/2004 20:30
Waxahachie,RED,SPHERE,TX,2/2/2004 3:00
Coquille,,,OR,2/2/2004 7:00
Tillamook,,CYLINDER,OR,2/2/2004 19:30
Maiden,,LIGHT,NC,2/2/2004 21:00
Roxboro,RED,SPHERE,NC,2/3/2004 1:30
Licking,,LIGHT,MO,2/3/2004 2:00
Medford,,,OR,2/3/2004 3:05
Suffolk,BLUE,SPHERE,VA,2/3/2004 15:25
Grand Haven,,,MI,2/3/2004 20:00
Salisbury,,OTHER,NC,2/3/2004 20:45
Westfield,,FORMATION,IN,2/3/2004 21:30
Sultana,,DIAMOND,CA,2/3/2004 21:37
Scottsdale,,DISK,AZ,2/3/2004 23:00
Kearney,BLUE,OVAL,NJ,2/4/2004 12:00
San Marcos,,TEARDROP,TX,2/4/2004 16:20
Seatac,,TRIANGLE,WA,2/4/2004 18:05
Northfield,,SPHERE,OH,2/4/2004 19:00
Shalimar,,SPHERE,FL,2/4/2004 20:35
Lehigh Acres,,OTHER,FL,2/5/2004 0:30
Mesa,,DISK,AZ,2/5/2004 8:50
Sun City,,SPHERE,CA,2/5/2004 11:30
Bend,,,OR,2/5/2004 13:59
Monmouth County,,LIGHT,NJ,2/5/2004 16:30
Burbank,,TRIANGLE,CA,2/5/2004 19:30
Port St. Lucie,,SPHERE,FL,2/5/2004 19:30
Sunnyside,,FORMATION,WA,2/5/2004 19:53
Lake Jackson,,CIRCLE,TX,2/5/2004 20:00
Solvang,,CIGAR,CA,2/6/2004 18:36
Orlando,,,FL,2/6/2004 21:00
Sarasota,,LIGHT,FL,2/7/2004 0:00
Lone Pine,,,CA,2/7/2004 2:00
Pottsville,,CYLINDER,AR,2/7/2004 12:00
Renton,,LIGHT,WA,2/7/2004 15:40
Riverside,,LIGHT,CA,2/7/2004 18:05
Redmond,,VARIOUS,OR,2/7/2004 19:00
Artesia,RED,LIGHT,CA,2/7/2004 22:45
Fredericksburg,,LIGHT,VA,2/8/2004 0:49
Statesville,,FIREBALL,NC,2/8/2004 1:00
Valparaiso,,DISK,IN,2/8/2004 1:00
Shiloh,,TRIANGLE,NC,2/8/2004 6:20
Hayward,BLUE,CIRCLE,CA,2/8/2004 11:34
Houston,RED,SPHERE,TX,2/8/2004 17:45
Lowrys,,LIGHT,SC,2/8/2004 18:25
San Jose,,LIGHT,CA,2/8/2004 18:37
Middlebury,,FIREBALL,CT,2/8/2004 21:00
Merriam,,FIREBALL,KS,2/9/2004 7:20
Wallingford,BLUE,FIREBALL,IA,2/9/2004 18:00
Wallingford,BLUE,FIREBALL,IA,2/9/2004 18:00
Lincoln City,,DISK,OR,2/9/2004 19:00
Marion,,,IN,2/9/2004 19:44
Lebanon,ORANGE,FIREBALL,IN,2/9/2004 20:00
Escondido,,FORMATION,CA,2/9/2004 20:11
Conyers,,LIGHT,GA,2/9/2004 20:30
San Bernardino,,OTHER,CA,2/10/2004 1:00
Mansfield,,OTHER,OH,2/10/2004 5:15
Annapolis,,SPHERE,MO,2/10/2004 19:00
Broken Arrow,,CHEVRON,OK,2/10/2004 21:00
Pratt,,CIRCLE,KS,2/10/2004 21:30
Titonka,,TEARDROP,IA,2/10/2004 22:30
New York,,DISK,NY,2/10/2004 23:45
Fresno,RED,LIGHT,CA,2/11/2004 0:00
West Palm Beach,,DISK,FL,2/11/2004 0:00
Linthicum,,CIGAR,MD,2/11/2004 2:00
West Roxbury,,LIGHT,MA,2/11/2004 5:45
Cathedral City,,CIRCLE,CA,2/11/2004 6:45
Lyndhurst,,CIGAR,OH,2/11/2004 8:22
Irvine,BLUE,EGG,CA,2/11/2004 10:15
Bayonne,,OVAL,NJ,2/11/2004 16:00
Kingman,RED,FIREBALL,IN,2/11/2004 19:30
Nokomis,,,FL,2/11/2004 20:00
Peoria,BLUE,OVAL,IL,2/11/2004 20:00
Wareham,ORANGE,LIGHT,MA,2/11/2004 20:00
Yreka,,OTHER,CA,2/11/2004 20:00
Newland,,TRIANGLE,NC,2/12/2004 6:00
Port Angeles,,VARIOUS,WA,2/12/2004 9:15
Rodeo,,CIRCLE,CA,2/12/2004 10:54
Commerce,,LIGHT,CA,2/12/2004 13:35
Wenatchee,,LIGHT,WA,2/12/2004 15:45
Daly City,,LIGHT,CA,2/12/2004 17:00
Post Falls,,FORMATION,ID,2/12/2004 19:30
Minneapolis,,RECTANGLE,MN,2/12/2004 20:40
Phoenix,,SPHERE,AZ,2/12/2004 22:30
Sterling Heights,,LIGHT,MI,2/13/2004 3:00
Seattle,,FIREBALL,WA,2/13/2004 6:15
Maricopa,,LIGHT,AZ,2/13/2004 7:40
Yadkinville,,SPHERE,NC,2/13/2004 16:30
Eveleth,,LIGHT,MN,2/13/2004 19:11
Why,,FORMATION,AZ,2/13/2004 20:00
Flora,ORANGE,CIRCLE,IN,2/13/2004 21:00
Fort Walton Beach,,TRIANGLE,FL,2/13/2004 21:30
Oneonta,,,NY,2/13/2004 22:00
Bothell,,TRIANGLE,WA,2/14/2004 0:00
Pittsburgh,,,PA,2/14/2004 0:00
Majenica,,FLASH,IN,2/14/2004 0:45
New York City,,CIRCLE,NY,2/14/2004 15:18
Winnebago County,,LIGHT,IL,2/14/2004 19:00
New York City,BLUE,FIREBALL,NY,2/14/2004 19:30
New York City,,SPHERE,NY,2/14/2004 19:30
Sallisaw,,DISK,OK,2/14/2004 19:30
Williston Park,,FIREBALL,NY,2/14/2004 19:30
Blue Bell,,CIRCLE,PA,2/14/2004 19:35
Newtown,GREEN,OVAL,PA,2/14/2004 19:45
Wood-Ridge,GREEN,CIRCLE,NJ,2/14/2004 19:45
New York City,,OVAL,NY,2/14/2004 20:00
Tulsa,,FORMATION,OK,2/14/2004 20:00
New Effington,,,SD,2/14/2004 20:17
Belfair,,LIGHT,WA,2/14/2004 21:00
Parsippany,GREEN,LIGHT,NJ,2/14/2004 21:30
Casper,RED ORANGE,TRIANGLE,WY,2/14/2004 22:25
San Carlos,,TRIANGLE,CA,2/14/2004 23:00
Novato,,OTHER,CA,2/15/2004 1:00
Charlotte,,LIGHT,NC,2/15/2004 2:00
San Antonio,,CIRCLE,TX,2/15/2004 3:00
Romeo,,FIREBALL,MI,2/15/2004 5:55
Heber,,DISK,UT,2/15/2004 7:40
Auburn,,CIRCLE,WA,2/15/2004 11:00
Oldsmar,,CIRCLE,FL,2/15/2004 12:00
Saline,,OTHER,MI,2/15/2004 19:36
Sedro-Woolley,ORANGE,CIGAR,WA,2/15/2004 20:15
Cocoa Beach,ORANGE,CROSS,FL,2/15/2004 20:40
Rising Sun,,SPHERE,MD,2/15/2004 21:39
Doniphan,RED ORANGE,FIREBALL,MO,2/15/2004 22:00
Bloomington,,TRIANGLE,IN,2/15/2004 22:50
Bethlehem,GREEN,LIGHT,CT,2/15/2004 23:00
Cape Girardeau,GREEN,TRIANGLE,MO,2/15/2004 23:00
Elkader,,,IA,2/15/2004 23:00
Terre Haute,BLUE,FLASH,IN,2/16/2004 1:25
Spokane,,,WA,2/16/2004 3:00
Beckley,,CIRCLE,WV,2/16/2004 5:00
Troy,,TRIANGLE,MI,2/16/2004 10:00
Lander,,DIAMOND,WY,2/16/2004 11:30
Interstate-95,,LIGHT,RI,2/16/2004 12:30
Morongo Valley,RED BLUE,FIREBALL,CA,2/16/2004 19:30
Orlando,,LIGHT,FL,2/16/2004 19:30
Amityville,,EGG,NY,2/16/2004 20:30
Commack,,,NY,2/16/2004 20:35
The Woodlands,,LIGHT,TX,2/16/2004 20:45
Central Islip,GREEN,FIREBALL,NY,2/16/2004 21:30
Seattle,,RECTANGLE,WA,2/16/2004 22:05
Pittsburgh,GREEN,EGG,PA,2/17/2004 1:00
Newmarket,GREEN,CIRCLE,VA,2/17/2004 1:17
Reston,,FIREBALL,VA,2/17/2004 1:20
Renton,,LIGHT,WA,2/17/2004 5:35
on highway,RED,SPHERE,AR,2/17/2004 5:45
Covington,,DIAMOND,TN,2/17/2004 6:00
Phillipsburg,,TRIANGLE,NJ,2/17/2004 19:00
Centerville,,DIAMOND,OH,2/17/2004 20:00
Howell,,DISK,MI,2/17/2004 21:00
Jeffersonville,,DIAMOND,KY,2/17/2004 21:00
Carrollton,,,MO,2/17/2004 21:30
Harvard,,FIREBALL,MA,2/17/2004 23:45
Newland,,OVAL,NC,2/18/2004 7:00
Lantana,,LIGHT,FL,2/18/2004 18:20
Muskegon,,TRIANGLE,MI,2/18/2004 19:50
Blackshear,,LIGHT,GA,2/18/2004 20:30
Vincennes,ORANGE,LIGHT,IN,2/18/2004 20:30
Scottsdale,,CIRCLE,AZ,2/18/2004 21:00
Lexington,,LIGHT,KY,2/18/2004 21:30
Round Rock,ORANGE,OTHER,TX,2/18/2004 21:35
Bellflower,,FIREBALL,CA,2/19/2004 1:21
Freehold,,SPHERE,NJ,2/19/2004 18:25
Meridian,,TRIANGLE,MS,2/19/2004 21:00
Sioux City,,OVAL,IA,2/20/2004 0:00
Silverhill,,LIGHT,AL,2/20/2004 2:00
Phoenix,BLUE,DISK,AZ,2/20/2004 13:00
Nebo,,DISK,KY,2/20/2004 15:00
Lewisville,,,TX,2/20/2004 15:25
Quartzite,,CIRCLE,AZ,2/20/2004 19:00
Olathe,,OTHER,KS,2/20/2004 19:30
Bowling Green,,DIAMOND,KY,2/20/2004 22:55
Fairfax County,RED,OTHER,VA,2/20/2004 23:05
Roseburg,,CYLINDER,OR,2/20/2004 23:30
Houston,BLUE,VARIOUS,TX,2/21/2004 12:30
Nyack,,TRIANGLE,NY,2/21/2004 15:00
Portland,,,OR,2/21/2004 22:05
Colorado Springs,,OTHER,CO,2/21/2004 22:24
Denton,,LIGHT,TX,2/22/2004 1:20
New York City,,FIREBALL,NY,2/22/2004 16:00
Corinth Community,,OTHER,SC,2/22/2004 18:15
Gaffney,,SPHERE,SC,2/22/2004 18:15
Dayville,,FIREBALL,CT,2/22/2004 19:00
Newfield,,FIREBALL,NY,2/22/2004 20:04
Stony Brook,RED GREEN,CIRCLE,NY,2/22/2004 20:04
Stone Ridge,RED,OVAL,NY,2/22/2004 21:00
Hartselle,,FIREBALL,AL,2/22/2004 21:05
Scottsdale,,FIREBALL,AZ,2/23/2004 1:00
Bastrop,ORANGE GREEN,FIREBALL,TX,2/23/2004 16:15
Oneonta,,,NY,2/23/2004 20:56
Spearfish Canyon,,CIRCLE,SD,2/24/2004 18:20
Tucson,,CIRCLE,AZ,2/24/2004 18:43
Tucson,,LIGHT,AZ,2/24/2004 18:54
Gaffney,,OTHER,SC,2/24/2004 21:00
Lodge Grass,,LIGHT,MT,2/24/2004 22:30
Dayton,,TRIANGLE,OH,2/24/2004 23:00
Emma,,,MO,2/25/2004 1:30
Bladensburg,,VARIOUS,MD,2/25/2004 3:45
Spring,,DIAMOND,TX,2/25/2004 13:17
Aurora,,DISK,CO,2/25/2004 16:10
Bellevue,GREEN,DISK,OH,2/25/2004 19:20
Pinal County,,OTHER,AZ,2/25/2004 22:30
Arlington,RED ORANGE YELLOW GREEN,OTHER,WA,2/25/2004 23:50
Silverdale,,CIRCLE,WA,2/26/2004 0:00
Aledo,,DISK,TX,2/26/2004 17:00
East Springfield,,,PA,2/26/2004 19:30
Sioux City,,DISK,IA,2/27/2004 3:11
Keaau,,LIGHT,HI,2/27/2004 5:30
Truxton,,LIGHT,NY,2/27/2004 6:00
Alpha,,DISK,NJ,2/27/2004 20:45
Pontiac,,,IL,2/27/2004 22:30
Pontiac,,OTHER,IL,2/27/2004 22:30
Allentown,RED GREEN,CIRCLE,PA,2/27/2004 22:40
Schenectady,,,NY,2/28/2004 2:00
York,,LIGHT,PA,2/28/2004 3:45
Danialson,,DIAMOND,CT,2/28/2004 8:30
New Orleans,,LIGHT,LA,2/28/2004 18:40
Brunswick Hills,,LIGHT,OH,2/28/2004 20:00
Studio City,,TRIANGLE,CA,2/28/2004 20:30
Chambersburg,RED,,PA,2/28/2004 22:39
Miami Beach,ORANGE,CIRCLE,FL,2/29/2004 11:00
Bristol,,DISK,TN,2/29/2004 17:30
Kingsport,,FORMATION,TN,2/29/2004 17:30
Grapevine,,VARIOUS,TX,2/29/2004 17:45
Roswell,,VARIOUS,NM,2/29/2004 19:30
Brooklyn,,OVAL,MD,2/29/2004 21:00
Livermore,,LIGHT,CA,2/29/2004 21:30
Seattle,,,WA,2/29/2004 23:20
Anaheim,,VARIOUS,CA,3/1/2004 10:50
Lowell,,OTHER,MA,3/1/2004 11:30
Tucson,,SPHERE,AZ,3/1/2004 14:00
King of Prussia,,OTHER,PA,3/1/2004 15:00
Avalon,,OVAL,CA,3/1/2004 19:00
North Port,RED,VARIOUS,FL,3/1/2004 21:00
Plymouth,,,VT,3/1/2004 21:00
Garrettsville,,LIGHT,OH,3/1/2004 21:30
Olive Hill,,VARIOUS,TN,3/2/2004 1:00
San Jose,,DISK,CA,3/2/2004 1:00
Reading,,LIGHT,PA,3/2/2004 4:35
Clermont,,,FL,3/2/2004 8:20
Augusta,,FIREBALL,GA,3/2/2004 9:00
Pasadena,,EGG,CA,3/2/2004 12:35
Merriam,,FORMATION,IN,3/2/2004 13:16
Portland,,,OR,3/2/2004 14:00
Belmar,,OTHER,NJ,3/2/2004 17:45
Amery,,TRIANGLE,WI,3/2/2004 21:00
Bethpage,RED,,TN,3/2/2004 21:00
Englewood,,OTHER,FL,3/2/2004 21:30
La Mirada,,FLASH,CA,3/2/2004 23:00
Wilmington,,CHEVRON,NC,3/2/2004 23:00
Monrovia,,,VA,3/3/2004 0:00
Charlestown,,,IN,3/3/2004 3:30
Allegany,,CIRCLE,NY,3/3/2004 13:02
Healdsburg,,OTHER,CA,3/3/2004 21:47
Virginia Beach,,FORMATION,VA,3/3/2004 22:05
Monrovia,,,VA,3/3/2004 22:15
Hayward,,SPHERE,CA,3/4/2004 2:00
Springer,BLUE,OVAL,NM,3/4/2004 3:00
Aurora,,OTHER,CO,3/4/2004 6:45
Denver,,VARIOUS,CO,3/4/2004 16:30
Queensbury,,SPHERE,NY,3/4/2004 17:20
Palm Desert,RED GREEN BLUE,,CA,3/4/2004 19:00
Las Animas,,OVAL,CO,3/4/2004 20:20
San Francisco,,FIREBALL,CA,3/4/2004 20:42
Goodlettsville,,LIGHT,TN,3/4/2004 21:30
El Paso,,VARIOUS,TX,3/4/2004 22:30
White Plains,,VARIOUS,NY,3/5/2004 0:56
Springer,BLUE,DISK,CO,3/5/2004 2:00
Valencia,GREEN,LIGHT,CA,3/5/2004 4:30
Stanfield,,TEARDROP,OR,3/5/2004 9:00
Houston,,DIAMOND,TX,3/5/2004 20:00
Ceres,,OTHER,CA,3/5/2004 20:45
Punta Gorda,,CROSS,FL,3/5/2004 22:00
Tracy,,TRIANGLE,CA,3/5/2004 22:00
South Brunswick,,VARIOUS,NJ,3/5/2004 23:00
Elizabethton,,LIGHT,TN,3/5/2004 23:30
Foley,,SPHERE,AL,3/6/2004 15:30
Houston,BLUE,FORMATION,TX,3/6/2004 15:30
Beaumont,,DISK,TX,3/6/2004 17:45
New Jersey,,LIGHT,NJ,3/6/2004 20:00
Springfield,,,CO,3/6/2004 20:30
Perth Amboy,,FORMATION,NJ,3/6/2004 22:45
Minneapolis,GREEN,FIREBALL,MN,3/7/2004 1:37
Los Angeles,RED GREEN BLUE,TRIANGLE,CA,3/7/2004 4:00
West Hartford,,TRIANGLE,CT,3/7/2004 7:00
Franklin,,FORMATION,TN,3/7/2004 8:00
Watsonville,,CIRCLE,CA,3/7/2004 11:00
La Mesa,,EGG,CA,3/7/2004 13:30
Palmyra,,SPHERE,MO,3/7/2004 14:00
Winter Springs,,EGG,FL,3/7/2004 14:00
Los Angeles,,CIGAR,CA,3/7/2004 16:30
Carlsbad,,CIGAR,CA,3/7/2004 17:00
Pacoima,,DISK,CA,3/7/2004 20:15
Lake Wales,,EGG,FL,3/7/2004 21:30
Fountain Lake,,LIGHT,AR,3/7/2004 22:00
Lawrence,,LIGHT,MA,3/7/2004 23:45
Claremont,,OTHER,CA,3/8/2004 0:00
San Clemente,,LIGHT,CA,3/8/2004 0:54
Carnation,,CYLINDER,WA,3/8/2004 4:00
Los Angeles,,OTHER,CA,3/8/2004 8:00
Seattle,,CYLINDER,WA,3/8/2004 13:00
Charlotte,,TRIANGLE,NC,3/8/2004 16:00
Auburn,,OTHER,WA,3/8/2004 18:15
Stevenson,RED GREEN,CIRCLE,WA,3/8/2004 21:00
Alexandria,,RECTANGLE,VA,3/8/2004 23:00
Hollywood,,VARIOUS,CA,3/9/2004 3:12
Carlsbad,,DISK,CA,3/9/2004 3:20
Mississippi,,EGG,WV,3/9/2004 13:01
Eastpoint,,DISK,MI,3/9/2004 16:00
Denver,,OVAL,CO,3/9/2004 16:15
Tucson,BLUE,CIRCLE,AZ,3/9/2004 16:18
Seattle,,OTHER,WA,3/9/2004 17:45
Dover,,TRIANGLE,NH,3/9/2004 18:45
Shelby,YELLOW,LIGHT,OH,3/9/2004 19:00
Warthen,,TRIANGLE,GA,3/9/2004 19:40
Alexandria,,CIRCLE,VA,3/9/2004 19:57
Otego,,SPHERE,NY,3/9/2004 20:00
Tom,,OVAL,OK,3/9/2004 20:00
Warthen,,VARIOUS,GA,3/9/2004 20:45
Chanute,GREEN,TRIANGLE,KS,3/9/2004 21:30
Fostoria,,TRIANGLE,OH,3/9/2004 22:30
